Customer_ID;Age;Education_Level;Monthly_Income;Num_Children;Num_Teenagers;Total_Purchases;Total_Spending;Last_Purchase_Amount;Recency_Days;Football_Spending;Running_Spending;Swimming_Spending;Kids_Sports_Spending;Preferred_Channel;Campaign_Exposure;Campaign_Response;Loyalty_Member;Customer_Tenure;Club_Status;Purchase_Comment
C1531;33;3;2872;0;0;7;342,1;103,67 €;162;133;107;71;0;App;0;0;1;1220;None;I found it much tastier than the plain tuna pouches out there. Excellent quality, and no need to 'dress it up'.<br /><br />I put it the micro on about 20% power for 1 minute and Shazam!<br /><br />I believe a little heating brings out the flavor.
C1636;42;1;4981;1;1;24;514,8;156,00 €;64;107;216;142;3;Web;0;0;0;600;Professional Club;It's just sugar in the raw, it's flavor profile is much better then white sugar and it's suppose to be better for you or something. I just wish the bags were resealable.
C0727;53;3;7195;2;0;3;323,4;98,00 €;69;66;125;85;18;App;1;0;0;588;None;The kids football kit is comfortable and exactly what I was looking for, I am very happy with this purchase.
C0985;59;2;6480;0;0;21;290,4;88,00 €;4;138;127;368;0;App;1;1;1;1234;None;This swimming goggles was extremely disappointing. It had inconsistent flavor in every bag. The texture was unpleasant from the first bite. I am genuinely disappointed.
C0014;39;3;3251;0;0;20;179,3;54,33 €;164;69;92;2;0;Store;0;0;1;1634;None;good flavor! these came securely packed... they were fresh and delicious! i love these Twizzlers!
C0327;33;2;3975;0;0;13;1584;480,00 €;87;709;395;336;0;Store;0;0;0;416;Amateur Club;These creamers come in 4 packs of 25. I have taken one to work and opened one for home so far, and haven't found a single broken or leaking creamer yet. I usually have way too much cream and sugar in my coffee, but with these it is easy for me to cut down on the sweetness because I won't allow myself more than 2 creamers per cup. I think this is definitely the best option for buying creamers from Amazon since all the other listings have a lot of complaints about creamers breaking in shipping!
C0614;54;4;4184;3;1;7;184,8;56,00 €;174;24;59;46;39;Store;1;0;1;1334;None;The kids football kit is remarkable and improved my performance immediately, I am very happy with this purchase.
C0263;32;1;4455;0;0;20;1757,8;532,67 €;99;806;479;313;0;Store;1;0;0;1827;Amateur Club;I really enjoy this product. I had such a hard time finding it affordable in the store. Once I found it I look no further, it's the only sugar I use.  Thanks so much.
C0369;20;3;2972;0;0;20;909,7;275,67 €;13;351;255;221;0;Store;0;0;0;645;None;"""Nantucket Blend coffee is one of my favorites.  I was suprised that it was a single box.  every time I ordered before it was a 2 pack.  My fault for not reading closer.  I will not order any more at this price for 1 (24 count)"
C0708;40;4;3734;2;0;23;1069,2;324,00 €;166;600;124;112;136;App;1;0;1;974;Amateur Club;The sports backpack is solid and makes training much more enjoyable, I am very happy with this purchase.
C1259;35;5;3108;1;1;24;2568,5;778,33 €;76;922;136;366;911;Store;1;0;1;344;None;This energy drink was completely unacceptable. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1660;33;4;4259;0;0;4;1193,5;361,67 €;168;607;25;453;0;Web;0;0;1;1995;Amateur Club;I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try.
C0734;62;5;4778;1;0;6;1668,7;505,67 €;67;501;440;68;508;App;0;0;0;1071;Amateur Club;Very satisfied.
C1454;57;2;4019;0;0;3;517;156,67 €;174;227;187;56;0;Store;0;0;0;1455;Amateur Club;My dog has a ton of allergies both environmental and food. She was on a prescription dog food before we had her tested to see what allergies she has. After we got the test back, we learned she was allergic to something in the prescription brand. So I finally found this dog food and she has done so well on this! She still has her environmental triggers, but I am happy she can finally eat something I know won't cause her pain.
C0227;46;3;3650;1;2;15;851,4;258,00 €;71;281;108;187;198;App;1;0;1;651;None;I think I have tried just about every Bloody Mary mixer on the market at one time or the other.  Most have too much sugar or worst, corn syrup.  This mixer is all natural ingredients and very tasty. It does have a little kick. Enjoy.
C0519;44;4;4924;1;0;3;2268,2;687,33 €;48;750;626;318;368;App;0;0;1;561;Amateur Club;Decathlon hiking jacket: useful pockets, decent fabric, classic fit.
C0307;19;4;2875;0;0;18;1097,8;332,67 €;114;312;457;229;0;Web;0;0;0;832;None;I loved this mold!  I wished I could have used it for more than one occasion, but it didn't last.  I did use it to make 30+ suckers for my daughter's first birthday. But there was going to be no way that the mold could be salvaged after that.  I would have liked to have kept to use on other occasions, but for the price it didn't matter to me that much.  It served it's main purpose :)
C0695;46;4;4963;2;1;20;844,8;256,00 €;14;373;109;199;87;App;0;0;1;1931;None;The running sneakers is solid and extremely durable and reliable, I am very happy with this purchase.
C1061;64;2;7060;0;1;4;1169,3;354,33 €;132;589;367;24;0;Store;0;0;0;518;Amateur Club;The running sneakers is superb and great value for money, I am very happy with this purchase.
C1242;25;5;2884;0;1;17;1325,5;401,67 €;17;308;630;267;0;App;0;0;1;913;None;This chips was absolutely terrible. It arrived stale and tasted old. The quality has clearly declined over time. I will definitely not buy this again.
C1480;53;4;7767;0;4;8;388,3;117,67 €;168;75;163;115;0;Web;1;1;1;1298;Amateur Club;"I have been drinking Royal King 100% Natural Organic Green Tea (100 tea bags x 2g each) as my every day tea for several years now.  I buy 12 boxes at a time to save on shipping.  For many years I used to drink coffee from morning till night.  But finally I realized that drinking so much coffee was not healthy for me.  I finally resolved to improve my health and stopped drinking coffee all together.  I tried many alternative drinks to replace my coffee habit.  I found that green tea was not only good tasting it also has health benefits.  Green tea is one of the few drinks that actually makes you healthier (coffe and other drinks do not) - the only healthier drink is quality cold water.  In my opinion, for the price, Royal King 100% Natural Organic Green Tea is one of the best tasting teas.  This green tea has a beautiful golden color, the taste is bright and fresh.  I recommend adding a tiny amount of Y.S. Organic Bee Farms RAW HONEY to the tea to add sweetness and health benefits too.  I also give myself a treat once in a while by having a much more expense tea (Tribute Xi Hu Long Jing) but this fantastic tea is not practical for me to drink as my every day tea (although I would if I could afford it).<br /><br />Cons:  On my latest shipment the package shown on the Amazon page is different than the one shipped.  The one shipped displays ""NATURALLY HIGH IN POLYPHENOL CATECHINS"" (a key contributive element to the possible health effects of tea), whereas the Amazon package displays ""CAFFENE FREE"".  So I am not sure if this green tea is Caffene free or not.  The other con is that sometimes the tea bag rips open when I unwrap the string from around the tea bag. So if the string seems stuck to the tea bag I put the bag in the hot water to unstick it."
C1632;57;5;5340;0;0;2;1250,7;379,00 €;128;477;124;536;0;Web;1;0;1;890;Amateur Club;"""Sugar in the Raw""(tm) Please Harvest Cane w/o Burning<br />To be delivered to: HC&S<br />Dear ""Sugar in the Raw"" folks,<br /><br />We who buy your product care about the environment. And we'd like to know that you care too. When you burn the cane fields on Maui, it adds to the CO2 and worsens climate change. And the smoke from your burning is damaging the lungs of your workers, your workers' children and the residents of Maui.<br /><br />We love your product and want you to change to no-burn harvesting so we can continue to buy it, knowing we aren't contributing to Global Warming and lung disease.<br /><br />[...]"
C0842;65;2;5609;0;0;14;1965,7;595,67 €;48;255;827;705;0;App;1;1;1;344;Amateur Club;The cycling helmet is top-notch and perfect for intense sessions, I am very happy with this purchase.
C1135;20;4;2985;1;0;9;1443,2;437,33 €;51;189;283;208;0;App;1;0;1;788;None;This sports jacket was totally misleading. It felt soggy instead of crispy. I have had far better from competing brands. I feel misled by the description.
C1362;63;3;5436;0;0;10;2381,5;721,67 €;141;882;768;515;0;Store;1;0;1;1986;None;McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.
C0642;53;2;3892;2;1;4;651,2;197,33 €;9;196;179;85;132;Store;1;1;1;1785;Amateur Club;The sports jacket is solid and fits perfectly and feels great, I am very happy with this purchase.
C0942;37;4;3947;2;0;11;2051,5;621,67 €;144;628;124;36;169;Web;1;0;1;1798;None;This sports jacket was shockingly bad. It felt soggy instead of crispy. I have had far better from competing brands. I feel misled by the description.
C0361;19;4;2571;0;0;18;508,2;154,00 €;20;178;196;88;0;Store;0;0;1;1306;Amateur Club;Go ahead and drink the other brands served at your neighborhood cafe if you must but make sure you have a stash of Weaver's Peru Organic Whole Bean at home to serve up to your friends and family who deserve the best coffee.  And when you go back to that corner cafe where people drink average coffee because they don't know better, take along a travel mug filled with Weaver's coffee from home and enjoy a real Cup of Joe.  Er, Weaver's.
C0007;22;5;;;;16;506;153,33 €;151;267;161;32;0;Web;1;0;1;1851;Professional Club;This saltwater taffy had great flavors and was very soft and chewy.  Each candy was individually wrapped well.  None of the candies were stuck together, which did happen in the expensive version, Fralinger's.  Would highly recommend this candy!  I served it at a beach-themed party and everyone loved it!
C1139;36;5;4369;2;0;22;810,7;245,67 €;176;269;153;153;0;Store;1;0;1;1859;Amateur Club;This energy drink was completely unacceptable. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C0359;57;4;4911;0;0;5;1322,2;400,67 €;20;888;68;246;0;Web;1;1;1;1781;None;I hadn't tried (or heard of) till recently Weavers not it's my favorite. I am running through the list of types they have looking for a favorite and haven't found one yet, they're all so darned smooth. No bite, no after taste, a little pricy but still worth it. No worse price wise than starbucks or peets. Will keep running through the list here and see what happens. Love them all so far.
C1196;53;4;5488;3;1;16;765,6;232,00 €;123;356;24;111;205;Web;0;0;0;1976;None;This training shorts was flat-out awful. It broke apart before I could even use it. It tasted nothing like it used to. Customer service was no help at all.
C1577;48;4;5072;3;0;11;701,8;212,67 €;140;86;141;133;278;App;1;0;0;1978;None;we have fed our cats a lot of stuff. These 2 boy cats are not picky eaters. They loved the Purina. They loved the Nutro. They loved the Iams. They love whatever we feed them.<br /><br />This review is based on what we, their affectionate owners love. After a certain age, we were instructed by the vet to consider senior foods- and lower carb foods, because the catties were fatties. We tried a few types of food. Some evinced no change. Some made the litter super-stink.  Some had too small a kibble and the cats barfed it up because they didn't have to chew it to swallow it...<br /><br />This Felidae has done the trick. No problems to speak of. It is consistent in the litter and bearable on the nose. The cats love it. The kibble is sized appropriate to chewing. And here's the kicker:<br />After feeding the cats Felidae, their demeanor improved. Their coats are super soft and lush- both are new improvements we can directly attribute to this food. We're now loyal Felidae consumers.<br /><br />Additionally, the absence of corn product in the feed seems to lessen or remove the reactions of our friends with cat-allergies.
C0442;20;4;2862;0;0;22;1336,5;405,00 €;155;746;148;321;0;Web;0;0;0;1213;None;Decathlon ab wheel: rolls straight, handles are comfortable, standard use.
C1287;60;5;3511;1;1;20;563,2;170,67 €;166;143;129;59;181;Store;1;0;0;340;None;One of my boys needed to lose some weight and the other didn't.  I put this food on the floor for the chubby guy, and the protein-rich, no by-product food up higher where only my skinny boy can jump.  The higher food sits going stale.  They both really go for this food.  And my chubby boy has been losing about an ounce a week.
C0981;50;3;4765;2;0;22;1452;440,00 €;26;122;24;111;205;App;0;0;1;1124;None;This running sneakers was disgustingly greasy. It was clearly close to expiration. The ingredients seem cheaper than before. I expected much better from this brand.
C0474;20;3;2818;0;0;3;2325,4;704,67 €;76;920;824;370;0;Store;1;0;0;360;Professional Club;Decathlon badminton shuttles: consistent flight, typical wear, fine for practice.
C0891;26;2;3088;0;1;14;1023;310,00 €;148;497;86;42;0;Store;0;0;1;1684;None;This running sneakers was disgustingly greasy. It was clearly close to expiration. The ingredients seem cheaper than before. I expected much better from this brand.
C0186;28;3;2909;1;0;21;2169,2;657,33 €;2;770;83;453;666;Web;1;1;1;1801;Professional Club;We had trouble finding this locally - delivery was fast, no more hunting up and down the flour aisle at our local grocery stores.
C1084;23;4;2363;0;0;21;254,1;77,00 €;124;106;651;562;0;App;0;0;1;409;None;The fitness equipment is brilliant and fits perfectly and feels great, I am very happy with this purchase.
C0520;34;3;3864;0;0;2;556,6;168,67 €;74;202;184;120;0;App;1;0;1;991;Professional Club;Decathlon fleece: warm enough, may pill over time, typical performance.
C0535;37;4;2604;0;1;10;988,9;299,67 €;84;353;230;316;0;Store;0;0;0;432;Professional Club;The swimming goggles is high-quality and ideal for competitive matches, I am very happy with this purchase.
C1650;54;4;6227;0;1;22;1060,4;321,33 €;47;136;189;639;0;Web;1;0;1;1352;None;"I paid $1.79 for a 2 ounce pkg of these at lunch today. I bought them because brown rice is a ""good"" carb.  As soon as I tasted one and it tasted like a corn chip I checked the ingredients.  The name is deceptive - these have ""Masa corn flour"" listed in the ingredients and it overwhelms the taste.  I won't buy these again - I can get Sunchips for less money and similar taste."
C1409;58;4;7993;2;0;2;1057,1;320,33 €;42;465;98;241;157;Web;0;0;0;610;Professional Club;McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.
C1527;54;4;6227;0;1;22;1060,4;321,33 €;47;136;189;639;0;Store;1;0;0;1301;None;I've never heard of the SAFCOL brand before but I was tired of only trying the typical pouches
C1569;55;2;6376;0;0;6;1157,2;350,67 €;62;331;695;26;0;App;0;0;0;421;None;I love, and use the empty containers for medicine/advil in my purse, desk, suitcase. Also line with felt to keep earrings. Perfect little size to disguise small valuables when traveling and LOVE the mints. Tiny and powerful without burning my mouth.
C0108;40;3;3525;0;1;14;816,2;247,33 €;84;317;315;110;0;Store;0;0;0;1866;None;I first bought pickled asparagus at an Amish market and it was love at first bite. Hence, when I saw these on the discount rack at the local Safeway I cleaned it out.  These are even better than the ones from the Amish market. They are fantastic, and some of the jars have a bonus clove of garlic at the bottom. I'm going to order the six pack and I'm a household of one. They wont go to waste!
C0026;54;2;6338;0;0;15;2448,6;742,00 €;34;1081;633;512;0;Store;0;0;0;1761;Amateur Club;"Product received is as advertised.<br /><br /><a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
C0225;44;5;5176;3;0;17;2999,7;909,00 €;18;979;403;628;717;Web;0;0;1;215;Amateur Club;Herbal additives in this blend destroy real tea taste. It is only for people who like herbal taste. I don't.
C0264;45;3;5448;1;2;21;2896,3;877,67 €;62;857;803;489;484;App;1;0;1;1805;Amateur Club;"I have used and liked Sugar in the Raw for many years, after being introduced to it in a Starbucks. My most recent purchase, however, was disappointing. The sugar was lighter in color and had a crystal size maybe 1/4th of the regular size. Having large crystals was something I always really liked about Sugar in the Raw. It enhanced the quality of mixed drinks and of lattes. I called their hotline to complain and was told that they had had a problem with their recent sugar crop and that the result was less molasses in the sugar. They have had many complaints of a similar nature. This, they claimed, also reduced the crystal size. They said this problem should go away with their newer crop. The representative said that the new-crop sugar will have a 6-10 digit date code (without ANY spaces) that ends with a ""1"" and no letters. The trailing digits are a date code using the Julian calendar. (My recent bad-purchase had a space after the initial sequence of numbers and then ended with a ""51A""). Bottom line: their current product is not much better than much cheaper products. When they get a better crop, I'll go back to purchasing Sugar in the Raw."
C0367;53;3;3882;0;0;20;862,4;261,33 €;175;559;223;2;0;Store;1;0;1;215;None;I was buying Quaker Oats granola bars but these Nature Valley chewy bars are better tasting, they make a great snack when I'm on the go. Chocolate, peanuts and raisins...it doesn't get any better.
C0918;25;5;2758;1;0;6;2036,1;617,00 €;45;380;26;68;0;App;1;1;1;996;Amateur Club;This snack pack was astonishingly poor. It made me regret the purchase immediately. It honestly felt like expired stock. This experience was incredibly frustrating.
C1393;56;4;4209;0;1;6;1153,9;349,67 €;178;417;555;77;0;Store;0;0;0;1761;Amateur Club;"Product received is as advertised.<br /><br /><a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
C1652;61;2;6367;0;0;21;168,3;51,00 €;83;8;109;36;0;Store;1;1;0;448;Amateur Club;the price on this product certainly raises my attention on compairing amazon price with the local stores. i can get a can of this rotel at my local kroger for $1. dissapointing!
C0042;28;3;2062;0;0;2;1720,4;521,33 €;105;688;460;416;0;Web;0;0;0;610;Professional Club;McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.
C0414;64;4;6991;1;1;24;2236,3;677,67 €;95;753;502;310;468;App;0;0;0;1538;Amateur Club;It's always a pleasure to find French's products on the web.  All of the markets in my area have made a bargain to carry nothing but McCormacks bland and tasteless seasonings.<br /><br />This is the most flavorful cooking bag mix you will ever find.
C0676;26;4;3143;1;0;9;1104,4;334,67 €;132;196;254;219;335;Web;0;0;1;613;None;The training shorts is great and exactly what I was looking for, I am very happy with this purchase.
C1051;61;2;6732;1;2;21;936,1;283,67 €;38;51;425;404;0;App;1;0;1;1880;None;The tennis racket is excellent and great value for money, I am very happy with this purchase.
C0677;60;2;6000;0;0;9;1448,7;439,00 €;100;593;594;130;0;App;1;0;0;1602;None;The running leggings is impressive and perfect for intense sessions, I am very happy with this purchase.
C1224;45;4;4847;0;0;12;1382,7;419,00 €;179;335;424;498;0;Web;1;0;1;1350;None;This running sneakers was disgustingly greasy. It was clearly close to expiration. The ingredients seem cheaper than before. I expected much better from this brand.
C0800;25;5;3195;0;0;24;679,8;206,00 €;25;415;177;26;0;Store;1;1;0;807;Amateur Club;The tennis racket is remarkable and exactly what I was looking for, I am very happy with this purchase.
C0358;23;3;2047;0;0;18;309,1;93,67 €;88;9;29;243;0;App;1;0;0;480;None;"Great stuff and dependable, especially when there are a million brands ""out there"" to choose from.  I love the stuff.  For really high end desires, I go with the Apollo Olive Oils from California.  But I buy a whole lot more of this stuff and will buy it again and again."
C0703;26;3;3223;1;0;16;2183,5;661,67 €;123;587;595;433;370;Web;1;0;0;1665;None;The sports backpack is top-notch and fits perfectly and feels great, I am very happy with this purchase.
C0878;23;3;2147;0;0;6;202,4;61,33 €;151;89;120;54;0;Store;1;0;0;129;None;This snack pack was flat-out awful. It made me regret the purchase immediately. It honestly felt like expired stock. This experience was incredibly frustrating.
C0034;36;3;2643;0;0;21;357,5;108,33 €;53;24;179;122;0;Web;1;1;0;1267;;
C0945;25;2;3269;0;0;4;496,1;150,33 €;133;258;103;213;663;App;1;0;0;1138;None;This swimming goggles was ridiculously overpriced. It had inconsistent flavor in every bag. The texture was unpleasant from the first bite. I am genuinely disappointed.
C1388;36;3;3028;0;1;9;1300,2;394,00 €;15;208;640;334;0;Web;1;1;1;665;None;My husband is a Twizzlers addict.  We've bought these many times from Amazon because we're government employees living overseas and can't get them in the country we are assigned to.  They've always been fresh and tasty, packed well and arrive in a timely manner.
C0286;58;2;6309;1;2;17;324,5;98,33 €;20;12;44;126;113;App;0;0;0;436;Amateur Club;howdy y'all,<br /><br />the actual product is VERY good - i'd rate the item a 4 on it's own. however, it's only ONE dollar at the local grocery and - @ twenty eight+ dollars per twelve pack - these are running almost two and a half dollars each.<br /><br />as i said, TOO EXPENSIVE. [*sigh ...*] i was really hoping to get them at something approaching the local cost.<br /><br />take care,<br />lee
C1148;56;3;7992;1;1;8;1362,9;413,00 €;108;126;124;306;0;App;0;0;0;1841;Professional Club;This swimming goggles was unbelievably stale. It had inconsistent flavor in every bag. The texture was unpleasant from the first bite. I am genuinely disappointed.
C0728;49;3;3535;0;2;1;892,1;270,33 €;56;427;189;195;0;Web;1;1;0;1102;None;The running leggings is outstanding and well designed and lightweight, I am very happy with this purchase.
C1146;59;5;5640;4;0;17;381,7;115,67 €;141;34;421;327;471;App;1;0;0;876;Professional Club;This training shorts was astonishingly poor. It broke apart before I could even use it. It tasted nothing like it used to. Customer service was no help at all.
C1219;59;4;6442;0;0;20;1987,7;602,33 €;112;598;652;557;0;Store;1;0;1;1612;None;This energy drink was seriously defective. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1576;43;3;4846;0;3;17;1094,5;331,67 €;61;639;103;253;0;Store;0;0;0;326;None;To me, these are nothing like the regular Altoids and are not breath mints. They are pleasant-tasting little candies in a cute convenient tin, and that's as far as it goes. The mintiness is just not strong, and the wintergreens are definitely weaker than the peppermint minis. I'm not a dragon-breath person, but still, one of these mints is too small to have any effect on my breath. Four or five will freshen my breath for a short while - maybe 15 minutes. At this point, I think the Icebreakers Frost mints are the best as sugar free breath mints.
C0772;25;3;2133;0;0;2;317,9;96,33 €;57;71;112;106;0;Web;1;1;1;1118;Professional Club;The running sneakers is comfortable and perfect for intense sessions, I am very happy with this purchase.
C0083;30;3;3939;0;2;12;144,1;43,67 €;121;61;15;55;0;Store;1;0;0;1025;Professional Club;"I know the product title says Molecular Gastronomy, but don't let that scare you off.  I have been looking for this for a while now, not for food science, but for something more down to earth.  I use it to make my own coffee creamer.<br /><br />I have to have my coffee blonde and sweet - but the flavored creamers are full of the bad kinds of fat, and honestly, I hate to use manufactured ""food"" items.  I really don't think they are good for the body.  On the other hand, I hate using cold milk or cream, because I like HOT coffee.<br /><br />I stumbled across this on Amazon one day and got the idea of making my own creamer.  I also bought low-fat (non-instant) milk powder and regular milk powder. The non-instant lowfat milk is a little sweeter and tastes fresher than regular instant low-fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee.  You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich. Also, I think the powder is too expensive to just use on it's own. I like mixing 1/3 of each together.<br /><br />For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) sugar.  I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers.  If you wanted, you could use a fake sweetner powder instead.  I make up small amounts that I store in jelly canning jars. I also use my little food chopper/food processor to blend everything, so the sugar is not heavier and sinks to the bottom.  Let it settle for a bit before opening the top though.<br /><br />This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors.  I am going to try using some essential oils next and see if I can get a good chocolate/orange mix.<br /><br />All of the ingredients I mentioned are here online.  Take the time to experiment.  Maybe you don't use any low-fat milk. Or don't add any flavorings.  It is up to you.  Also, would make great housewarming/host(ess) gifts.<br /><br />I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great."
C0337;55;3;7090;0;0;7;1559,8;472,67 €;125;329;649;440;0;Store;1;0;0;841;Professional Club;This is honestly THE BEST seasoning salt in all the land.  It tightens up any dish
C0024;39;2;4221;1;1;10;405,9;123,00 €;70;57;85;;;;1;0;0;1177;None;I love this candy.  After weight watchers I had to cut back but still have a craving for it.
C0686;54;3;5900;2;1;17;767,8;232,67 €;90;129;155;73;341;App;1;0;0;554;Amateur Club;The running sneakers is impressive and very comfortable during training, I am very happy with this purchase.
C0698;57;5;5340;0;0;2;1250,7;379,00 €;128;477;124;536;0;Web;0;0;1;1525;Amateur Club;The kids football kit is solid and improved my performance immediately, I am very happy with this purchase.
C1535;36;4;4300;1;1;21;360,8;109,33 €;170;151;47;62;68;Web;1;0;0;1916;None;I don't know how long these sat on the back of a shelf somewhere, but they were so old that they wouldn't cook.  I had to throw half of them out, because the skins were damaged, a clear sign of dried beans past their prime.  I can't even return these or ask for a refund, because food is not returnable.  Will find a different brand to use.  For now, I have about fifty servings of beans to throw away.
C0401;35;2;3324;1;0;11;954,8;289,33 €;23;179;425;31;233;Store;0;0;1;156;None;I love the flour however Amazon sent it with a book which broke a bag and made a mess. Customer sevice took care of the problem however it was a foolish way to ship the product.
C1651;36;4;4150;0;2;3;1608,2;487,33 €;122;665;652;145;0;Store;1;0;1;1360;Amateur Club;"I use the Rotel Mild and I LOVE this product so much--it saves me on a daily basis.  If you're trying to cook lower fat, healthier foods and in a HURRY, this stuff makes it so much easier.  Ever notice that some canned tomatos have a weird ""tin can"" taste when you make spagehetti sauce or whatever?  For some reason this product doesn't have that.  It tastes so good you can just dump it in with a can of beans, heat and eat.<br /><br />or add some chili powder and now you have chili soup.  I also make indian dishes with this, and spicey spaghetti sauce.  I also prefer this to most canned salsas, so it works for things like quesadillas if you drain the liquid off.<br /><br />None of my local grocery stores carry it at all, nor do they carry anything like it.  So I have to pay Amazon's inflated price to order this by the case.  I don't like that I'm paying a higher price, but I LOVE LOVE LOVE the product."
C1093;30;3;3826;0;0;16;364,1;110,33 €;12;157;143;350;411;App;1;0;0;122;Professional Club;The football shoes is great and perfect for intense sessions, I am very happy with this purchase.
C0429;20;2;3116;1;0;17;2192,3;664,33 €;52;1027;137;230;599;App;1;1;1;1846;Amateur Club;Decathlon breathable jersey: clean stitching, comfortable fabric, no noticeable chafing during exercise.
C1586;65;2;5170;0;0;12;1498,2;454,00 €;176;567;637;158;0;Web;1;0;0;401;Amateur Club;A friend who'd been drinking tea for 80 of his 84 years introduced me to this tea a few months ago. Even took me over to the store and bought me a pound. At $7/lb. in a retail store or a little over $9 with shipping from an online merchant, I think it's great. I've been drinking Earl Grey, English Breakfast, Irish Breakfast, Lapsang Souchong, Assam, etc. Most of them were over $30/lb. with shipping. Aside from the Lapsang Souchong, I think this is a great replacement for all the rest. Has everything I'm looking for in a strong, full-bodied black tea with enough character to keep it from becoming boring. My current favorite afternoon tea. Unless you're extremely jaded or a tea snob, you'll love it.
C0741;29;4;3133;0;0;9;347,6;105,33 €;167;48;114;154;0;App;1;0;1;1834;Professional Club;The swimming cap is durable and exactly what I was looking for, I am very happy with this purchase.
C0714;29;2;2925;1;0;21;2535,5;768,33 €;94;171;264;821;1049;App;1;0;1;1149;Professional Club;The yoga mat is superb and very comfortable during training, I am very happy with this purchase.
C0886;18;2;2300;0;0;3;616;186,67 €;6;266;100;358;0;App;1;1;0;1697;None;This energy drink was seriously defective. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1143;26;5;3347;0;0;13;605;183,33 €;87;479;86;78;0;Store;1;0;1;1293;None;This football shoes was ridiculously overpriced. It had a strange chemical aftertaste. It feels like corners were cut to save money. This was a complete waste of money.
C1184;55;3;6283;3;1;18;910,8;276,00 €;78;389;293;61;85;App;1;1;0;666;Professional Club;This running sneakers was completely unacceptable. It was clearly close to expiration. The ingredients seem cheaper than before. I expected much better from this brand.
